id,symbol,direction,entry_time,entry_price,exit_time,exit_price,sl_price,tp_price,size,pnl_pips,exit_reason,entry_signal_data,created_at,entry_model,signal_timeframe
361,EURCAD,long,2026-02-23 16:05:49.01139,1.61420000,2026-02-23 17:12:43.850921,1.61504000,1.61129000,1.61729000,0.1700,8.40,model_exit,,2026-02-23 17:12:43.964872,Hybrid_V4 + SMA20_50_BB_long,H1
362,EURCAD,short,2026-02-23 14:00:59.747296,1.61356000,2026-02-23 18:35:25.993511,1.61550000,1.61639000,1.61039000,0.2000,-19.40,model_exit,,2026-02-23 18:35:26.145227,Hybrid_V4 + SMA20_50_BB_short,H2
363,EURCAD,long,2026-02-23 18:00:15.217943,1.61539000,2026-02-23 19:05:33.556631,1.61510000,1.61222000,1.61822000,0.2100,-2.90,model_exit,,2026-02-23 19:05:33.668961,Hybrid_V4 + SMA20_50_BB_long,H1
364,USDCAD,long,2026-02-23 18:00:15.212827,1.36914000,2026-02-23 20:35:57.243557,1.36965000,1.36604000,1.37204000,0.1800,5.10,model_exit,,2026-02-23 20:35:57.349102,Hybrid_V4 + SMA20_50_BB_long,H2
365,EURCAD,long,2026-02-23 20:00:47.421371,1.61503000,2026-02-23 21:35:14.616926,1.61510000,1.61193000,1.61793000,0.2200,0.70,model_exit,,2026-02-23 21:35:14.733548,Hybrid_V4 + SMA20_50_BB_long,H1
366,EURCAD,short,2026-02-23 20:00:47.422691,1.61479000,2026-02-23 22:05:23.266561,1.61484000,1.61793000,1.61193000,0.1700,-0.50,model_exit,,2026-02-23 22:05:23.417018,Hybrid_V4 + SMA20_50_BB_short,H2
367,EURCAD,long,2026-02-23 22:09:25.09153,1.61487000,2026-02-23 23:35:49.263575,1.61462000,1.61104000,1.61704000,0.2100,-2.50,model_exit,,2026-02-23 23:35:49.376445,Hybrid_V4 + SMA20_50_BB_long,H1
368,EURCAD,long,2026-02-23 23:01:39.793339,1.61473000,2026-02-23 23:35:49.263575,1.61462000,1.61148000,1.61748000,0.1900,-1.10,model_exit,,2026-02-23 23:35:49.468986,Hybrid_V4 + MACD_Stoch_long,M30
369,EURCAD,long,2026-02-23 16:00:47.119548,1.61442000,2026-02-24 00:05:56.808824,1.61464000,1.61137000,1.61737000,0.1900,2.20,model_exit,,2026-02-24 00:05:56.904741,Hybrid_V4 + SMA20_50_MACD_long,H8
370,USDCAD,long,2026-02-23 22:09:25.088749,1.37014000,2026-02-24 00:35:05.908666,1.36963000,1.36665000,1.37265000,0.1800,-5.10,model_exit,,2026-02-24 00:35:06.019578,Hybrid_V4 + SMA20_50_BB_long,H2
371,EURCAD,long,2026-02-24 00:05:56.958141,1.61493000,2026-02-24 09:05:00.243452,1.61456000,1.61180000,1.61780000,0.2100,-3.70,model_exit,,2026-02-24 09:05:00.402521,Hybrid_V4 + SMA20_50_BB_long,H1
372,EURCAD,long,2026-02-24 09:30:58.443209,1.61494000,2026-02-24 10:05:09.952186,1.61430000,1.61181000,1.61781000,0.1900,-6.40,model_exit,,2026-02-24 10:05:10.108579,Hybrid_V4 + MACD_cross_long,M30
373,EURCAD,long,2026-02-24 10:00:08.455609,1.61470000,2026-02-24 11:35:27.021093,1.61478000,1.61159000,1.61759000,0.2000,0.80,model_exit,,2026-02-24 11:35:27.126358,Hybrid_V4 + SMA20_50_BB_long,H1
374,USDCAD,long,2026-02-24 11:05:17.015676,1.37079000,2026-02-24 12:05:36.219312,1.37096000,1.36769000,1.37369000,0.2200,1.70,model_exit,,2026-02-24 12:05:36.33027,Hybrid_V4 + MACD_Stoch_long,H1
375,EURCAD,long,2026-02-24 12:05:36.474129,1.61531000,2026-02-24 13:05:54.516616,1.61484000,1.61218000,1.61818000,0.1900,-4.70,model_exit,,2026-02-24 13:05:54.624587,Hybrid_V4 + SMA20_50_BB_long,H1
376,USDCAD,short,2026-02-24 12:30:43.873493,1.37143000,2026-02-24 14:05:13.13321,1.37141000,1.37456000,1.36856000,0.2200,0.20,model_exit,,2026-02-24 14:05:13.232274,Hybrid_V4 + MACD_Stoch_short,M30
377,GBPUSD,long,2026-02-24 08:30:47.479394,1.34906000,2026-02-24 15:34:37.487112,1.35190000,1.34589000,1.35189000,0.2900,28.40,tp_hit,,2026-02-24 15:34:37.491363,Hybrid_V4 + MACD_Stoch_long,M30
378,USDCAD,long,2026-02-24 08:00:34.440508,1.37049000,2026-02-24 16:20:59.606494,1.37038000,1.36735000,1.37335000,0.2000,-1.10,model_exit,,2026-02-24 16:20:59.710926,Hybrid_V4 + SMA20_50_MACD_long,H8
379,EURCAD,long,2026-02-24 14:00:11.445407,1.61449000,2026-02-24 17:35:27.33623,1.61500000,1.61133000,1.61733000,0.2000,5.10,model_exit,,2026-02-24 17:35:27.448944,Hybrid_V4 + SMA20_50_BB_long,H1
380,EURCAD,long,2026-02-24 08:00:34.509243,1.61434000,2026-02-24 17:35:27.33623,1.61500000,1.61123000,1.61723000,0.1800,6.60,model_exit,,2026-02-24 17:35:27.554253,Hybrid_V4 + SMA20_50_MACD_long,H8
381,EURCAD,long,2026-02-24 18:00:35.726746,1.61533000,2026-02-24 18:35:52.751175,1.61430000,1.61219000,1.61819000,0.1800,-10.30,model_exit,,2026-02-24 18:35:52.903051,Hybrid_V4 + MACD_cross_long,M30
339,USDCAD,long,2026-02-20 20:00:47,1.36898000,2026-02-22 22:40:15.48937,1.36707000,1.36593000,1.37193000,0.0700,-19.10,broker_closed,,2026-02-22 22:40:15.496843,Hybrid_V4 + SMA20_50_BB_long,H2
340,EURCAD,short,2026-02-20 20:00:47,1.61236000,2026-02-22 22:40:15.531128,1.61397000,1.61549000,1.60949000,0.3000,-16.10,broker_closed,,2026-02-22 22:40:15.535798,Hybrid_V4 + SMA20_50_BB_short,H2
341,EURCAD,long,2026-02-20 18:00:51,1.61240000,2026-02-22 22:40:15.551444,1.61231000,1.60923000,1.61523000,0.2000,-0.90,broker_closed,,2026-02-22 22:40:15.55508,Hybrid_V4 + SMA20_50_Stoch_long,H6
342,EURCAD,long,2026-02-20 16:00:08,1.61231000,2026-02-22 22:40:15.569247,1.61231000,1.60912000,1.61512000,0.2300,0.00,broker_closed,,2026-02-22 22:40:15.573653,Hybrid_V4 + SMA20_50_Stoch_long,H8
343,USDCAD,long,2026-02-20 16:00:08,1.36825000,2026-02-22 22:40:15.587915,1.36707000,1.36511000,1.37111000,0.2100,-11.80,broker_closed,,2026-02-22 22:40:15.592637,Hybrid_V4 + SMA20_50_MACD_long,H8
382,EURGBP,short,2026-02-24 16:00:49.713097,0.87106000,2026-02-24 19:35:21.42101,0.87210000,0.87414000,0.86814000,0.1900,-10.40,model_exit,,2026-02-24 19:35:21.536619,Hybrid_V4 + SMA20_50_BB_short,H2
383,USDCAD,long,2026-02-24 18:00:35.720148,1.37059000,2026-02-24 19:42:53.077635,1.36972000,1.36754000,1.37354000,0.2500,-8.70,model_exit,,2026-02-24 19:42:53.19104,Hybrid_V4 + MACD_Stoch_long,H1
384,EURUSD,long,2026-02-24 18:00:35.645015,1.17862000,2026-02-24 21:05:23.66218,1.17754000,1.17559000,1.18159000,0.3400,-10.80,model_exit,,2026-02-24 21:05:23.780633,Hybrid_V4 + Stoch_K_oversold_long_25,H3
385,USDCAD,long,2026-02-24 18:00:35.716851,1.37059000,2026-02-24 21:05:23.866908,1.37027000,1.36754000,1.37354000,0.1400,-3.20,model_exit,,2026-02-24 21:05:23.972336,Hybrid_V4 + SMA20_50_BB_long,H2
386,EURCAD,long,2026-02-24 19:30:17.146671,1.61434000,2026-02-24 23:05:35.333949,1.61281000,1.61127000,1.61727000,0.2000,-15.30,model_exit,,2026-02-24 23:05:35.430614,Hybrid_V4 + MACD_cross_long,M30
387,EURGBP,short,2026-02-24 22:30:01.919076,0.87197000,2026-02-24 23:05:35.464648,0.87258000,0.87520000,0.86920000,0.1900,-6.10,model_exit,,2026-02-24 23:05:35.592813,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
388,EURGBP,short,2026-02-24 20:00:59.050506,0.87233000,2026-02-24 23:05:35.464648,0.87258000,0.87538000,0.86938000,0.2000,-2.50,model_exit,,2026-02-24 23:05:35.682414,Hybrid_V4 + SMA20_50_BB_short,H2
389,USDCAD,long,2026-02-24 22:09:51.82416,1.37082000,2026-02-25 00:35:39.749391,1.36996000,1.36725000,1.37325000,0.2100,-8.60,model_exit,,2026-02-25 00:35:39.865506,Hybrid_V4 + SMA20_50_BB_long,H2
390,EURGBP,short,2026-02-25 00:01:27.408548,0.87248000,2026-02-25 00:35:39.984148,0.87245000,0.87553000,0.86953000,0.2100,0.30,model_exit,,2026-02-25 00:35:40.091464,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
391,EURGBP,short,2026-02-25 01:05:49.509294,0.87214000,2026-02-25 01:48:51.025352,0.87237000,0.87520000,0.86920000,0.2000,-2.30,model_exit,,2026-02-25 01:48:51.117483,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
392,EURUSD,long,2026-02-25 00:00:26.663063,1.17760000,2026-02-25 03:05:20.562123,1.17902000,1.17439000,1.18039000,0.2800,14.20,model_exit,,2026-02-25 03:05:20.759924,Hybrid_V4 + Stoch_K_oversold_long_25,H3
393,EURCAD,long,2026-02-24 18:05:39.385581,1.61485000,2026-02-25 03:05:20.907461,1.61365000,1.61172000,1.61772000,0.2100,-12.00,model_exit,,2026-02-25 03:05:21.011978,Hybrid_V4 + SMA20_50_BB_long,H1
394,EURCAD,long,2026-02-25 04:00:38.647414,1.61401000,2026-02-25 04:35:51.172506,1.61380000,1.61080000,1.61680000,0.1300,-2.10,model_exit,,2026-02-25 04:35:51.388183,Hybrid_V4 + MACD_cross_long,M30
395,EURUSD,short,2026-02-24 16:00:49.65546,1.17721000,2026-02-25 05:42:14.54849,1.18035000,1.18035000,1.17435000,0.2900,-31.40,sl_hit,,2026-02-25 05:42:14.553559,Hybrid_V4 + SMA20_50_BB_short,H4
396,USDCAD,long,2026-02-25 00:00:26.711258,1.37031000,2026-02-25 07:02:40.529041,1.36734000,1.36734000,1.37334000,0.2000,-29.70,sl_hit,,2026-02-25 07:02:40.533312,Hybrid_V4 + SMA20_50_MACD_long,H8
397,USDCAD,long,2026-02-25 02:00:56.029808,1.36998000,2026-02-25 09:05:30.905985,1.36913000,1.36694000,1.37294000,0.2200,-8.50,model_exit,,2026-02-25 09:05:31.10487,Hybrid_V4 + SMA20_50_BB_long,H2
398,EURCAD,long,2026-02-25 00:00:26.714917,1.61366000,2026-02-25 09:05:31.208223,1.61400000,1.61037000,1.61637000,0.1900,3.40,model_exit,,2026-02-25 09:05:31.326709,Hybrid_V4 + SMA20_50_MACD_long,H8
399,EURGBP,short,2026-02-25 00:00:26.718502,0.87248000,2026-02-25 09:35:42.706704,0.87232000,0.87544000,0.86944000,0.1900,1.60,model_exit,,2026-02-25 09:35:42.812954,Hybrid_V4 + SMA20_50_BB_short,H2
400,EURGBP,short,2026-02-25 06:00:20.457628,0.87273000,2026-02-25 09:35:42.706704,0.87232000,0.87573000,0.86973000,0.1700,4.10,model_exit,,2026-02-25 09:35:42.900464,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
401,EURGBP,short,2026-02-25 09:30:40.536627,0.87234000,2026-02-25 10:49:53.251924,0.87189000,0.87538000,0.86938000,0.1900,4.50,model_exit,,2026-02-25 10:49:53.458295,Hybrid_V4 + MACD_Stoch_short,M30
402,USDCAD,long,2026-02-25 10:00:52.034213,1.36930000,2026-02-25 12:05:46.551093,1.36995000,1.36620000,1.37220000,0.2100,6.50,model_exit,,2026-02-25 12:05:46.740792,Hybrid_V4 + SMA20_50_BB_long,H2
403,EURCAD,long,2026-02-25 11:30:13.761456,1.61341000,2026-02-25 12:35:46.25751,1.61361000,1.61026000,1.61626000,0.2000,2.00,model_exit,,2026-02-25 12:35:46.390236,Hybrid_V4 + MACD_Stoch_long,M30
404,USDCHF,short,2026-02-25 12:31:44.730227,0.77499000,2026-02-25 13:05:57.70512,0.77469000,0.77808000,0.77208000,0.3300,3.00,model_exit,,2026-02-25 13:05:57.833533,Hybrid_V4 + RSI_BB_confluence_short,M30
405,EURGBP,short,2026-02-25 10:05:54.04726,0.87171000,2026-02-25 13:36:13.169697,0.87143000,0.87471000,0.86871000,0.1900,2.80,model_exit,,2026-02-25 13:36:13.299708,Hybrid_V4 + SMA20_50_BB_short,H2
406,USDCAD,long,2026-02-25 14:00:25.306607,1.37027000,2026-02-25 15:06:49.533502,1.36984000,1.36706000,1.37306000,0.2100,-4.30,broker_closed,,2026-02-25 15:06:49.538625,Hybrid_V4 + SMA20_50_BB_long,H2
407,USDCHF,short,2026-02-25 12:30:44.31403,0.77504000,2026-02-25 15:06:49.863227,0.77342000,0.77808000,0.77208000,0.3200,16.20,model_exit,,2026-02-25 15:06:50.017041,Hybrid_V4 + BB_RSI_Volume_short,M30
408,USDCAD,long,2026-02-25 08:00:59.928072,1.36829000,2026-02-25 16:05:14.183203,1.36796000,1.36539000,1.37139000,0.2000,-3.30,model_exit,,2026-02-25 16:05:14.326809,Hybrid_V4 + SMA20_50_MACD_long,H8
409,EURCAD,long,2026-02-25 16:30:25.104888,1.61449000,2026-02-25 17:05:37.634061,1.61529000,1.61129000,1.61729000,0.1900,8.00,model_exit,,2026-02-25 17:05:37.750219,Hybrid_V4 + MACD_cross_long,M30
410,EURCAD,long,2026-02-25 17:35:48.46656,1.61572000,2026-02-25 18:05:58.770453,1.61557000,1.61268000,1.61868000,0.1900,-1.50,model_exit,,2026-02-25 18:05:58.960154,Hybrid_V4 + MACD_cross_long,M30
411,EURGBP,short,2026-02-25 16:00:12.032271,0.87202000,2026-02-25 18:05:58.985486,0.87104000,0.87504000,0.86904000,0.2200,9.80,model_exit,,2026-02-25 18:05:59.085113,Hybrid_V4 + SMA20_50_BB_short,H2
412,USDCAD,long,2026-02-25 16:00:12.021694,1.36813000,2026-02-25 18:35:11.429635,1.36775000,1.36512000,1.37112000,0.1200,-3.80,model_exit,,2026-02-25 18:35:11.640134,Hybrid_V4 + SMA20_50_BB_long,H2
413,USDCAD,long,2026-02-25 17:00:35.977572,1.36868000,2026-02-25 18:35:11.429635,1.36775000,1.36560000,1.37160000,0.2200,-9.30,model_exit,,2026-02-25 18:35:11.829684,Hybrid_V4 + MACD_Stoch_long,H1
414,EURGBP,short,2026-02-25 20:00:38.912473,0.87122000,2026-02-25 22:05:25.542343,0.87155000,0.87426000,0.86826000,0.2100,-3.30,model_exit,,2026-02-25 22:05:25.762267,Hybrid_V4 + SMA20_50_BB_short,H2
415,EURUSD,short,2026-02-23 12:00:25.362474,1.17837000,2026-02-25 23:46:56.524538,1.18167000,1.18165000,1.17565000,0.2900,-33.00,sl_hit,,2026-02-25 23:46:56.528453,Hybrid_V4 + SMA20_50_Stoch_BB_short,H4
416,EURUSD,short,2026-02-25 04:00:38.634805,1.17901000,2026-02-26 01:00:26.522537,1.18200000,1.18200000,1.17600000,0.3400,-29.90,sl_hit,,2026-02-26 01:00:26.5303,Hybrid_V4 + SMA20_50_RSI_Stoch_short,M30
417,EURUSD,short,2026-02-25 08:00:59.918192,1.17995000,2026-02-26 01:25:36.337603,1.18276000,1.18275000,1.17675000,0.2800,-28.10,sl_hit,,2026-02-26 01:25:36.342164,Hybrid_V4 + SMA20_50_BB_short,H4
418,EURCAD,long,2026-02-26 00:00:01.222961,1.61582000,2026-02-26 01:35:39.965203,1.61565000,1.61268000,1.61868000,0.0700,-1.70,model_exit,,2026-02-26 01:35:40.077232,Hybrid_V4 + SMA20_50_BB_long,H1
419,EURCAD,long,2026-02-26 00:30:15.741581,1.61549000,2026-02-26 01:35:39.965203,1.61565000,1.61231000,1.61831000,0.2000,1.60,model_exit,,2026-02-26 01:35:40.207542,Hybrid_V4 + MACD_cross_long,M30
420,EURGBP,short,2026-02-26 01:00:27.035296,0.87137000,2026-02-26 01:35:40.229578,0.87150000,0.87437000,0.86837000,0.2000,-1.30,model_exit,,2026-02-26 01:35:40.327413,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
421,EURGBP,short,2026-02-26 00:00:01.23484,0.87143000,2026-02-26 02:05:07.731797,0.87153000,0.87449000,0.86849000,0.2000,-1.00,model_exit,,2026-02-26 02:05:07.879349,Hybrid_V4 + SMA20_50_BB_short,H2
422,USDCAD,long,2026-02-25 20:00:38.90636,1.36793000,2026-02-26 03:05:28.362879,1.36683000,1.36482000,1.37082000,0.1100,-11.00,model_exit,,2026-02-26 03:05:28.531168,Hybrid_V4 + SMA20_50_BB_long,H2
423,EURGBP,short,2026-02-26 02:30:16.446798,0.87150000,2026-02-26 03:35:37.853172,0.87158000,0.87455000,0.86855000,0.1700,-0.80,model_exit,,2026-02-26 03:35:38.039935,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
424,EURCAD,long,2026-02-26 02:00:05.114036,1.61586000,2026-02-26 04:35:59.04629,1.61514000,1.61269000,1.61869000,0.1600,-7.20,model_exit,,2026-02-26 04:35:59.221441,Hybrid_V4 + SMA20_50_BB_long,H1
425,EURGBP,short,2026-02-26 04:30:57.112629,0.87174000,2026-02-26 06:05:34.747592,0.87177000,0.87478000,0.86878000,0.2100,-0.30,model_exit,,2026-02-26 06:05:34.861427,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
426,EURGBP,short,2026-02-26 04:00:45.004097,0.87168000,2026-02-26 06:35:45.348812,0.87183000,0.87472000,0.86872000,0.1800,-1.50,model_exit,,2026-02-26 06:35:45.526872,Hybrid_V4 + SMA20_50_BB_short,H2
427,USDCAD,long,2026-02-26 04:00:44.942286,1.36735000,2026-02-26 07:05:58.042499,1.36678000,1.36430000,1.37030000,0.0500,-5.70,model_exit,,2026-02-26 07:05:58.153379,Hybrid_V4 + SMA20_50_BB_long,H2
428,USDCAD,short,2026-02-26 08:30:33.8586,1.36763000,2026-02-26 10:05:16.21281,1.36785000,1.37077000,1.36477000,0.2200,-2.20,model_exit,,2026-02-26 10:05:16.330144,Hybrid_V4 + MACD_Stoch_short,M30
429,EURGBP,short,2026-02-26 06:35:45.593178,0.87173000,2026-02-26 10:05:16.46369,0.87211000,0.87478000,0.86878000,0.1800,-3.80,model_exit,,2026-02-26 10:05:16.607522,Hybrid_V4 + SMA20_50_Stoch_BB_short,M30
430,EURGBP,short,2026-02-26 08:00:22.614643,0.87215000,2026-02-26 10:05:16.46369,0.87211000,0.87521000,0.86921000,0.1600,0.40,model_exit,,2026-02-26 10:05:16.711398,Hybrid_V4 + SMA20_50_BB_short,H2
431,EURCAD,long,2026-02-26 05:06:13.355285,1.61544000,2026-02-26 12:05:50.608165,1.61496000,1.61243000,1.61843000,0.1900,-4.80,model_exit,,2026-02-26 12:05:50.714801,Hybrid_V4 + SMA20_50_BB_long,H1
432,USDCHF,short,2026-02-26 12:01:48.120355,0.77507000,2026-02-26 13:05:29.012197,0.77416000,0.77816000,0.77216000,0.3300,9.10,model_exit,,2026-02-26 13:05:29.143098,Hybrid_V4 + RSI_BB_confluence_short,M30
433,EURCAD,long,2026-02-26 13:00:26.118294,1.61518000,2026-02-26 14:05:55.653625,1.61543000,1.61207000,1.61807000,0.2100,2.50,model_exit,,2026-02-26 14:05:55.793909,Hybrid_V4 + SMA20_50_BB_long,H1
434,EURUSD,short,2026-02-26 04:01:45.875603,1.18165000,2026-02-26 15:26:36.061819,1.17874000,1.18475000,1.17875000,0.2800,29.10,tp_hit,,2026-02-26 15:26:36.065259,Hybrid_V4 + Stoch_RSI_short_15_35,H2
435,EURUSD,short,2026-02-26 04:00:44.925129,1.18166000,2026-02-26 15:26:36.091684,1.17870000,1.18470000,1.17870000,0.2700,29.60,tp_hit,,2026-02-26 15:26:36.097142,Hybrid_V4 + Stoch_RSI_short_20_35,H2
436,EURUSD,short,2026-02-26 04:01:45.87283,1.18165000,2026-02-26 15:26:36.113477,1.17874000,1.18475000,1.17875000,0.2800,29.10,tp_hit,,2026-02-26 15:26:36.117346,Hybrid_V4 + SMA20_50_BB_short,H4
437,EURUSD,short,2026-02-26 00:00:01.11554,1.18145000,2026-02-26 15:28:36.74146,1.17848000,1.18451000,1.17851000,0.3000,29.70,tp_hit,,2026-02-26 15:28:36.747451,Hybrid_V4 + SMA20_50_Stoch_BB_short,H4
438,EURGBP,short,2026-02-26 12:01:48.11624,0.87218000,2026-02-26 15:35:39.916279,0.87278000,0.87529000,0.86929000,0.2000,-6.00,model_exit,,2026-02-26 15:35:40.044665,Hybrid_V4 + SMA20_50_Stoch_short,H3
439,EURGBP,short,2026-02-26 12:02:48.866187,0.87219000,2026-02-26 15:35:39.916279,0.87278000,0.87521000,0.86921000,0.2200,-5.90,model_exit,,2026-02-26 15:35:40.146737,Hybrid_V4 + SMA20_50_BB_short,H2
440,EURCAD,long,2026-02-26 15:00:24.225376,1.61690000,2026-02-26 15:54:45.726163,1.61377000,1.61379000,1.61979000,0.2000,-31.30,sl_hit,,2026-02-26 15:54:45.731737,Hybrid_V4 + SMA20_50_BB_long,H1
441,EURGBP,short,2026-02-26 12:00:47.458911,0.87224000,2026-02-26 17:56:47.987875,0.87527000,0.87526000,0.86926000,0.1900,-30.30,sl_hit,,2026-02-26 17:56:47.993324,Hybrid_V4 + SMA20_50_MACD_short,H4
442,EURCAD,long,2026-02-26 17:30:53.932221,1.61264000,2026-02-26 19:35:43.275984,1.61345000,1.60955000,1.61555000,0.2100,8.10,model_exit,,2026-02-26 19:35:43.402165,Hybrid_V4 + MACD_Stoch_long,M30
443,EURCAD,long,2026-02-26 16:24:59.515682,1.61395000,2026-02-26 21:05:28.717444,1.61411000,1.61078000,1.61678000,0.0900,1.60,model_exit,,2026-02-26 21:05:28.825721,Hybrid_V4 + SMA20_50_BB_long,H1
444,USDCAD,long,2026-02-27 00:00:42.626355,1.36785000,2026-02-27 01:49:37.114761,1.36803000,1.36468000,1.37068000,0.2700,1.80,model_exit,,2026-02-27 01:49:37.226492,Hybrid_V4 + MACD_Stoch_long,H1
445,EURUSD,long,2026-02-26 21:05:29.053194,1.18022000,2026-02-27 04:35:46.464519,1.18096000,1.17720000,1.18320000,0.2900,7.40,model_exit,,2026-02-27 04:35:46.709495,Hybrid_V4 + Stoch_K_oversold_long_25,H3
446,EURCAD,long,2026-02-27 05:00:55.34614,1.61420000,2026-02-27 05:35:08.941771,1.61344000,1.61105000,1.61705000,0.1900,-7.60,model_exit,,2026-02-27 05:35:09.144131,Hybrid_V4 + MACD_cross_long,M30
447,EURGBP,short,2026-02-26 16:05:51.021465,0.87301000,2026-02-27 06:21:27.170942,0.87609000,0.87609000,0.87009000,0.1900,-30.80,sl_hit,,2026-02-27 06:21:27.174676,Hybrid_V4 + SMA20_50_BB_short,H2
448,EURGBP,short,2026-02-26 19:35:43.630211,0.87464000,2026-02-27 08:35:21.174637,0.87560000,0.87772000,0.87172000,0.2200,-9.60,model_exit,,2026-02-27 08:35:21.369989,Hybrid_V4 + Stoch_RSI_short_15_25,M30
449,EURGBP,short,2026-02-26 18:30:05.910064,0.87540000,2026-02-27 08:35:21.174637,0.87560000,0.87829000,0.87229000,0.2000,-2.00,model_exit,,2026-02-27 08:35:21.465256,Hybrid_V4 + Stoch_RSI_short_25_30,M30
450,EURGBP,short,2026-02-26 18:30:05.90756,0.87540000,2026-02-27 08:35:21.174637,0.87560000,0.87829000,0.87229000,0.2000,-2.00,model_exit,,2026-02-27 08:35:21.558007,Hybrid_V4 + Stoch_RSI_short_15_30,M30
451,EURGBP,short,2026-02-27 06:30:30.495908,0.87625000,2026-02-27 08:35:21.174637,0.87560000,0.87929000,0.87329000,0.1800,6.50,model_exit,,2026-02-27 08:35:21.647622,Hybrid_V4 + MACD_Stoch_short,M30
