rate_time,open,high,low,close,volume,readable_date
1765825200,1.17459000,1.17482000,1.17392000,1.17433000,3911.00000000,2025-12-15 19:00:00
1765828800,1.17433000,1.17501000,1.17384000,1.17489000,3059.00000000,2025-12-15 20:00:00
1765836000,1.17508000,1.17541000,1.17492000,1.17538000,1636.00000000,2025-12-15 22:00:00
1765843200,1.17539000,1.17558000,1.17523000,1.17536000,869.00000000,2025-12-16 00:00:00
1765846800,1.17537000,1.17582000,1.17484000,1.17498000,3474.00000000,2025-12-16 01:00:00
1765850400,1.17498000,1.17554000,1.17468000,1.17519000,4377.00000000,2025-12-16 02:00:00
1765868400,1.17506000,1.17538000,1.17465000,1.17528000,2803.00000000,2025-12-16 07:00:00
1765872000,1.17527000,1.17544000,1.17445000,1.17523000,3625.00000000,2025-12-16 08:00:00
1765875600,1.17525000,1.17641000,1.17467000,1.17546000,5796.00000000,2025-12-16 09:00:00
1765897200,1.17759000,1.18001000,1.17689000,1.17998000,11170.00000000,2025-12-16 15:00:00
1765900800,1.17999000,1.18042000,1.17674000,1.17702000,10644.00000000,2025-12-16 16:00:00
1765904400,1.17702000,1.17760000,1.17614000,1.17691000,6781.00000000,2025-12-16 17:00:00
1765908000,1.17691000,1.17780000,1.17625000,1.17639000,5122.00000000,2025-12-16 18:00:00
1765911600,1.17639000,1.17640000,1.17453000,1.17531000,5427.00000000,2025-12-16 19:00:00
1765915200,1.17531000,1.17624000,1.17346000,1.17577000,6315.00000000,2025-12-16 20:00:00
1765918800,1.17577000,1.17631000,1.17465000,1.17478000,4454.00000000,2025-12-16 21:00:00
1765922400,1.17478000,1.17514000,1.17458000,1.17473000,1908.00000000,2025-12-16 22:00:00
1765926000,1.17477000,1.17496000,1.17471000,1.17476000,1250.00000000,2025-12-16 23:00:00
1765929600,1.17490000,1.17514000,1.17485000,1.17494000,930.00000000,2025-12-17 00:00:00
1765933200,1.17494000,1.17519000,1.17454000,1.17504000,2514.00000000,2025-12-17 01:00:00
1765936800,1.17505000,1.17525000,1.17452000,1.17473000,4208.00000000,2025-12-17 02:00:00
1765940400,1.17473000,1.17481000,1.17373000,1.17400000,3740.00000000,2025-12-17 03:00:00
1765944000,1.17400000,1.17408000,1.17369000,1.17393000,2627.00000000,2025-12-17 04:00:00
1765947600,1.17392000,1.17399000,1.17278000,1.17297000,2872.00000000,2025-12-17 05:00:00
1765987200,1.17412000,1.17582000,1.17404000,1.17530000,9676.00000000,2025-12-17 16:00:00
1765994400,1.17473000,1.17549000,1.17457000,1.17494000,4525.00000000,2025-12-17 18:00:00
1770310800,1.17913000,1.18036000,1.17851000,1.18013000,10302.00000000,2026-02-05 17:00:00
1768806000,1.16275000,1.16326000,1.16250000,1.16280000,2983.00000000,2026-01-19 07:00:00
1768809600,1.16280000,1.16416000,1.16231000,1.16261000,6182.00000000,2026-01-19 08:00:00
1768813200,1.16262000,1.16280000,1.16185000,1.16251000,5566.00000000,2026-01-19 09:00:00
1768816800,1.16251000,1.16299000,1.16112000,1.16244000,5850.00000000,2026-01-19 10:00:00
1768820400,1.16245000,1.16286000,1.16222000,1.16240000,4263.00000000,2026-01-19 11:00:00
1768824000,1.16241000,1.16291000,1.16203000,1.16280000,3536.00000000,2026-01-19 12:00:00
1768827600,1.16280000,1.16335000,1.16252000,1.16257000,3742.00000000,2026-01-19 13:00:00
1768831200,1.16257000,1.16356000,1.16257000,1.16320000,4296.00000000,2026-01-19 14:00:00
1768834800,1.16320000,1.16427000,1.16302000,1.16399000,4354.00000000,2026-01-19 15:00:00
1769072400,1.16905000,1.16951000,1.16841000,1.16890000,5960.00000000,2026-01-22 09:00:00
1769076000,1.16895000,1.16975000,1.16878000,1.16927000,5163.00000000,2026-01-22 10:00:00
1769079600,1.16927000,1.16956000,1.16867000,1.16953000,4056.00000000,2026-01-22 11:00:00
1769083200,1.16953000,1.17042000,1.16905000,1.17024000,6357.00000000,2026-01-22 12:00:00
1769086800,1.17024000,1.17092000,1.17001000,1.17038000,5063.00000000,2026-01-22 13:00:00
1769090400,1.17038000,1.17188000,1.17030000,1.17139000,7440.00000000,2026-01-22 14:00:00
1768572000,1.16190000,1.16212000,1.16116000,1.16186000,5349.00000000,2026-01-16 14:00:00
1768575600,1.16186000,1.16208000,1.16126000,1.16183000,6273.00000000,2026-01-16 15:00:00
1768579200,1.16183000,1.16275000,1.15845000,1.15935000,12681.00000000,2026-01-16 16:00:00
1768582800,1.15935000,1.16060000,1.15935000,1.15984000,8124.00000000,2026-01-16 17:00:00
