rate_time,open,high,low,close,volume,readable_date
1763575200,1.30753,1.30802,1.3057,1.30684,10478,2025-11-19 18:00:00
1763578800,1.30684,1.3076699999999999,1.3063,1.30657,8888,2025-11-19 19:00:00
1763582400,1.30659,1.3069,1.30436,1.30457,9454,2025-11-19 20:00:00
1771545600,1.34673,1.34714,1.34598,1.346,1812,2026-02-20 00:00:00
1771304400,1.36128,1.36134,1.3607,1.36115,3272,2026-02-17 05:00:00
1764093600,1.3172,1.32044,1.31715,1.3201,13816,2025-11-25 18:00:00
1764097200,1.3201,1.32138,1.31982,1.32056,9260,2025-11-25 19:00:00
1764100800,1.32056,1.32137,1.32005,1.32118,6729,2025-11-25 20:00:00
1764104400,1.32118,1.32142,1.31538,1.31622,9478,2025-11-25 21:00:00
1764108000,1.3162099999999999,1.31718,1.31615,1.31653,4963,2025-11-25 22:00:00
1764111600,1.31703,1.31792,1.31661,1.31667,665,2025-11-25 23:00:00
1764115200,1.31676,1.3171599999999999,1.31578,1.31583,3474,2025-11-26 00:00:00
1764118800,1.31583,1.31741,1.31583,1.31689,8000,2025-11-26 01:00:00
1764122400,1.3169,1.31879,1.3165499999999999,1.31787,14655,2025-11-26 02:00:00
1764126000,1.31787,1.31937,1.3176999999999999,1.31876,11601,2025-11-26 03:00:00
1769562000,1.38269,1.38313,1.3814199999999999,1.38175,10669,2026-01-28 01:00:00
1769565600,1.38175,1.38193,1.37992,1.38001,10343,2026-01-28 02:00:00
1769569200,1.38002,1.38073,1.37919,1.38036,8774,2026-01-28 03:00:00
1769572800,1.3804,1.38105,1.37972,1.37999,7115,2026-01-28 04:00:00
1769576400,1.37999,1.38032,1.37937,1.3801999999999999,5617,2026-01-28 05:00:00
1769580000,1.3801999999999999,1.3805399999999999,1.37891,1.38048,9681,2026-01-28 06:00:00
1769583600,1.38048,1.38159,1.38037,1.38062,10376,2026-01-28 07:00:00
1769587200,1.38062,1.38313,1.37926,1.38014,12789,2026-01-28 08:00:00
1769590800,1.38015,1.38114,1.37753,1.37866,14236,2026-01-28 09:00:00
1769594400,1.37867,1.37926,1.37761,1.3787099999999999,12930,2026-01-28 10:00:00
1769598000,1.37872,1.38,1.37764,1.3792900000000001,10949,2026-01-28 11:00:00
1769601600,1.3792900000000001,1.3793,1.3767800000000001,1.37698,11193,2026-01-28 12:00:00
1769605200,1.37698,1.37944,1.37687,1.37937,12106,2026-01-28 13:00:00
1760587200,1.34364,1.34399,1.34286,1.3431,6586,2025-10-16 04:00:00
