id,symbol,timeframe,timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,ema_50,rsi_14,stoch_k,stoch_d,atr_14,bb_upper_20,bb_middle_20,bb_lower_20,macd_line,macd_signal,macd_histogram,created_at,updated_at,ob_bullish_high,ob_bullish_low,ob_bearish_high,ob_bearish_low
651160,GBPUSD,H2,2016-05-04 08:00:00+00,1.45430000,1.45711000,1.45222000,1.45304000,17903.00000000,1.46107050,1.46117840,1.44088750,1.45690820,1.45958090,1.45929581,38.46493286,4.40528634,4.93926045,0.00342829,1.47532895,1.46107050,1.44681205,-0.00267271,-0.00130104,-0.00137167,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651161,GBPUSD,H2,2016-05-04 10:00:00+00,1.45303000,1.45310000,1.44653000,1.44797000,22549.00000000,1.46011100,1.46094820,1.44101150,1.45631309,1.45909639,1.45905049,32.30758349,4.73996050,6.13211606,0.00353270,1.47516189,1.46011100,1.44506011,-0.00278330,-0.00159749,-0.00118581,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651162,GBPUSD,H2,2016-05-04 12:00:00+00,1.44798000,1.45134000,1.44610000,1.45102000,16139.00000000,1.45932150,1.46082160,1.44114860,1.45502954,1.45827222,1.45861596,38.66809224,15.96884129,8.37136271,0.00374965,1.47453958,1.45932150,1.44410342,-0.00324268,-0.00192653,-0.00131615,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651163,GBPUSD,H2,2016-05-04 14:00:00+00,1.45102000,1.45424000,1.44917000,1.45005000,25519.00000000,1.45849950,1.46070860,1.44128170,1.45441269,1.45773501,1.45831808,37.46248729,17.09956710,12.60278963,0.00385610,1.47385534,1.45849950,1.44314366,-0.00332233,-0.00220569,-0.00111664,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651164,GBPUSD,H2,2016-05-04 16:00:00+00,1.44992000,1.45174000,1.44662000,1.44727000,25465.00000000,1.45755800,1.46053940,1.44139655,1.45374150,1.45716575,1.45799384,34.17393321,6.52537646,13.19792828,0.00394281,1.47323993,1.45755800,1.44187607,-0.00342425,-0.00244940,-0.00097485,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651165,GBPUSD,H2,2016-05-04 18:00:00+00,1.44726000,1.44985000,1.44726000,1.44938000,13379.00000000,1.45667900,1.46036300,1.44151625,1.45274589,1.45643274,1.45757330,38.58084691,21.57894737,15.06796364,0.00402689,1.47212338,1.45667900,1.44123462,-0.00368685,-0.00269689,-0.00098996,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651166,GBPUSD,H2,2016-05-04 20:00:00+00,1.44938000,1.45013000,1.44861000,1.44958000,9214.00000000,1.45574400,1.46013440,1.44161120,1.45222806,1.45591031,1.45725199,38.99773056,30.63380282,19.57937555,0.00392426,1.47051540,1.45574400,1.44097260,-0.00368225,-0.00289396,-0.00078829,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651167,GBPUSD,H2,2016-05-04 22:00:00+00,1.44960000,1.44993000,1.44875000,1.44945000,5432.00000000,1.45478950,1.45990180,1.44170500,1.45182067,1.45544140,1.45695113,38.81331827,30.42688465,27.54654495,0.00375253,1.46856359,1.45478950,1.44101541,-0.00362073,-0.00303931,-0.00058142,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651168,GBPUSD,H2,2016-05-05 00:00:00+00,1.44962000,1.45087000,1.44958000,1.45040000,5688.00000000,1.45356900,1.45969600,1.44184130,1.45145595,1.45499759,1.45665697,41.00866769,39.05540418,33.37203055,0.00356877,1.46393512,1.45356900,1.44320288,-0.00354164,-0.00313978,-0.00040186,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651169,GBPUSD,H2,2016-05-05 02:00:00+00,1.45040000,1.45153000,1.44964000,1.45101000,5438.00000000,1.45265950,1.45949620,1.44197510,1.45129349,1.45465703,1.45641159,42.43684540,44.59582198,38.02603694,0.00341529,1.46018225,1.45265950,1.44513675,-0.00336353,-0.00318453,-0.00017900,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651170,GBPUSD,H2,2016-05-05 04:00:00+00,1.45101000,1.45207000,1.45084000,1.45171000,3954.00000000,1.45210000,1.45924180,1.44210645,1.45124988,1.45438688,1.45619977,44.10904631,50.95367847,44.86830154,0.00330634,1.45797761,1.45210000,1.44622239,-0.00313700,-0.00317502,0.00000000,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651171,GBPUSD,H2,2016-05-05 06:00:00+00,1.45171000,1.45269000,1.45090000,1.45209000,5251.00000000,1.45168950,1.45899680,1.44223290,1.45132067,1.45418859,1.45602370,45.04239074,54.40508629,49.98486225,0.00315803,1.45620883,1.45168950,1.44717017,-0.00286792,-0.00311360,0.00024568,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651172,GBPUSD,H2,2016-05-05 08:00:00+00,1.45213000,1.45287000,1.44775000,1.44788000,15939.00000000,1.45138150,1.45866720,1.44234275,1.45143903,1.45403314,1.45586944,37.55901147,16.16712080,40.50862852,0.00306031,1.45605508,1.45138150,1.44670792,-0.00259411,-0.00300970,0.00041559,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651173,GBPUSD,H2,2016-05-05 10:00:00+00,1.44787000,1.45169000,1.44664000,1.44881000,16986.00000000,1.45102650,1.45842500,1.44245420,1.45089148,1.45357735,1.45555612,39.93310088,24.61398728,31.72873146,0.00320743,1.45533455,1.45102650,1.44671845,-0.00268587,-0.00294493,0.00025906,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651174,GBPUSD,H2,2016-05-05 12:00:00+00,1.44881000,1.44937000,1.44435000,1.44885000,16633.00000000,1.45078750,1.45821540,1.44256435,1.45057126,1.45322421,1.45529157,40.03869995,45.50050556,28.76053788,0.00333905,1.45502101,1.45078750,1.44655399,-0.00265296,-0.00288654,0.00023358,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651175,GBPUSD,H2,2016-05-05 14:00:00+00,1.44885000,1.45186000,1.44709000,1.44775000,23094.00000000,1.45051450,1.45794840,1.44267020,1.45030645,1.45290020,1.45503896,38.05726505,34.37815976,34.83088420,0.00345911,1.45479189,1.45051450,1.44623711,-0.00259375,-0.00282798,0.00023423,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651176,GBPUSD,H2,2016-05-05 16:00:00+00,1.44772000,1.45049000,1.44689000,1.44848000,21890.00000000,1.45020300,1.45764420,1.44279060,1.44991315,1.45251870,1.45475312,40.17323840,41.75935288,40.54600607,0.00355275,1.45410368,1.45020300,1.44630232,-0.00260556,-0.00278350,0.00017794,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651177,GBPUSD,H2,2016-05-05 18:00:00+00,1.44848000,1.44918000,1.44659000,1.44732000,12261.00000000,1.44992700,1.45734360,1.44291540,1.44969266,1.45221954,1.45450711,37.95451543,34.85915493,36.99888919,0.00355612,1.45382343,1.44992700,1.44603057,-0.00252688,-0.00273218,0.00020530,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651178,GBPUSD,H2,2016-05-05 20:00:00+00,1.44732000,1.44864000,1.44675000,1.44801000,8068.00000000,1.44971600,1.45712160,1.44303905,1.44932764,1.45185661,1.45422527,40.07459896,42.95774648,39.85875143,0.00348712,1.45354723,1.44971600,1.44588477,-0.00252897,-0.00269154,0.00016257,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651179,GBPUSD,H2,2016-05-05 22:00:00+00,1.44801000,1.44863000,1.44790000,1.44840000,3880.00000000,1.44942350,1.45686760,1.44316365,1.44912492,1.45157168,1.45398153,41.29559342,47.53521127,41.78403756,0.00337304,1.45267482,1.44942350,1.44617218,-0.00244675,-0.00264258,0.00019583,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651180,GBPUSD,H2,2016-05-06 00:00:00+00,1.44842000,1.44932000,1.44809000,1.44902000,4168.00000000,1.44922250,1.45662760,1.44330345,1.44901340,1.45133674,1.45376265,43.27435713,54.81220657,48.43505477,0.00318425,1.45202003,1.44922250,1.44642497,-0.00232334,-0.00257873,0.00025539,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651181,GBPUSD,H2,2016-05-06 02:00:00+00,1.44902000,1.44937000,1.44748000,1.44829000,7324.00000000,1.44923850,1.45641200,1.44343440,1.44901441,1.45116513,1.45357666,41.50060270,46.24413146,49.53051643,0.00304466,1.45201074,1.44923850,1.44646626,-0.00215071,-0.00249313,0.00034242,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651182,GBPUSD,H2,2016-05-06 04:00:00+00,1.44830000,1.44886000,1.44750000,1.44766000,4835.00000000,1.44907050,1.45615980,1.44356585,1.44890297,1.45095215,1.45336934,39.97766322,38.84976526,46.63536776,0.00296218,1.45179741,1.44907050,1.44634359,-0.00204919,-0.00240434,0.00035515,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
536589,GBPUSD,H1,2010-05-13 08:00:00+00,1.48870000,1.49160000,1.48383000,1.48490000,3273.00000000,1.48490950,1.48782320,1.49907320,1.48580490,1.48651287,1.48729164,47.02552353,33.79446640,70.53358039,0.00355622,1.48912085,1.48490950,1.48069815,-0.00070797,-0.00126553,0.00055756,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536590,GBPUSD,H1,2010-05-13 09:00:00+00,1.48493000,1.48582000,1.47717000,1.47733000,3679.00000000,1.48432050,1.48776920,1.49880740,1.48566569,1.48639340,1.48719785,36.40150942,1.10880111,41.55535467,0.00385721,1.48925089,1.48432050,1.47939011,-0.00072771,-0.00115797,0.00043026,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536591,GBPUSD,H1,2010-05-13 10:00:00+00,1.47735000,1.47859000,1.47445000,1.47521000,4326.00000000,1.48379300,1.48761600,1.49854850,1.48438327,1.48572203,1.48681088,34.07945545,4.43148688,13.11158480,0.00419955,1.49006847,1.48379300,1.47751753,-0.00133876,-0.00119413,-0.00014463,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536592,GBPUSD,H1,2010-05-13 11:00:00+00,1.47520000,1.47878000,1.47515000,1.47707000,3083.00000000,1.48335000,1.48746520,1.49831110,1.48297200,1.48494337,1.48635594,37.82675344,15.27696793,6.93908531,0.00419530,1.49018541,1.48335000,1.47651459,-0.00197136,-0.00134958,-0.00062178,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536593,GBPUSD,H1,2010-05-13 12:00:00+00,1.47705000,1.47900000,1.47607000,1.47680000,2270.00000000,1.48292700,1.48740520,1.49806115,1.48206400,1.48436015,1.48599179,37.49356519,13.70262391,11.13702624,0.00415492,1.49026580,1.48292700,1.47558820,-0.00229615,-0.00153889,-0.00075726,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536594,GBPUSD,H1,2010-05-13 13:00:00+00,1.47685000,1.47723000,1.46964000,1.47019000,3709.00000000,1.48204350,1.48730740,1.49778850,1.48125415,1.48380014,1.48563132,30.42747850,2.50455373,10.49471519,0.00406742,1.49089308,1.48204350,1.47319392,-0.00254599,-0.00174031,-0.00080568,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536595,GBPUSD,H1,2010-05-13 14:00:00+00,1.47017000,1.47253000,1.46839000,1.47081000,4526.00000000,1.48143700,1.48719320,1.49752435,1.47955198,1.48279198,1.48502578,31.72718399,10.42654028,8.87790598,0.00431904,1.49153261,1.48143700,1.47134139,-0.00324001,-0.00204025,-0.00119976,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536596,GBPUSD,H1,2010-05-13 15:00:00+00,1.47077000,1.47186000,1.46737000,1.46759000,3663.00000000,1.48072050,1.48692660,1.49723595,1.47820706,1.48190443,1.48446830,28.72575842,0.90796533,4.61301978,0.00430625,1.49247503,1.48072050,1.46896597,-0.00369737,-0.00237167,-0.00132570,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536597,GBPUSD,H1,2010-05-13 16:00:00+00,1.46756000,1.46928000,1.46305000,1.46566000,3745.00000000,1.47987800,1.48655260,1.49694580,1.47657366,1.48084410,1.48380641,27.07260838,9.14185639,6.82545400,0.00431937,1.49329639,1.47987800,1.46645961,-0.00427044,-0.00275142,-0.00151902,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536598,GBPUSD,H1,2010-05-13 17:00:00+00,1.46570000,1.46780000,1.46321000,1.46780000,2452.00000000,1.47915850,1.48617180,1.49666190,1.47489464,1.47971935,1.48309478,31.76191617,16.63747811,8.89576661,0.00445585,1.49351430,1.47915850,1.46480270,-0.00482471,-0.00316608,-0.00165863,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536599,GBPUSD,H1,2010-05-13 18:00:00+00,1.46781000,1.47012000,1.46618000,1.46826000,2281.00000000,1.47843100,1.48562940,1.49638460,1.47380316,1.47883644,1.48249499,32.76273812,18.24868651,14.67600701,0.00446543,1.49343302,1.47843100,1.46342898,-0.00503328,-0.00353952,-0.00149376,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536600,GBPUSD,H1,2010-05-13 19:00:00+00,1.46827000,1.46886000,1.46344000,1.46378000,1868.00000000,1.47746800,1.48492780,1.49609005,1.47295036,1.47805300,1.48193675,28.39482441,2.55691769,12.48102744,0.00442790,1.49359354,1.47746800,1.46134246,-0.00510263,-0.00385214,-0.00125049,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536601,GBPUSD,H1,2010-05-13 20:00:00+00,1.46385000,1.46532000,1.46104000,1.46109000,2709.00000000,1.47628700,1.48420460,1.49577060,1.47153954,1.47699574,1.48122472,26.14121533,0.16361257,6.98973892,0.00449876,1.49353845,1.47628700,1.45903555,-0.00545620,-0.00417295,-0.00128325,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536602,GBPUSD,H1,2010-05-13 21:00:00+00,1.46110000,1.46202000,1.45948000,1.46121000,1992.00000000,1.47523250,1.48351660,1.49545000,1.46993192,1.47581754,1.48043513,26.42176027,5.38605230,2.70219419,0.00448314,1.49343680,1.47523250,1.45702820,-0.00588562,-0.00451548,-0.00137014,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536603,GBPUSD,H1,2010-05-13 22:00:00+00,1.46119000,1.46156000,1.45718000,1.45958000,1734.00000000,1.47394650,1.48281140,1.49512640,1.46859008,1.47473550,1.47968120,25.03094767,8.37988827,4.64318438,0.00434434,1.49274837,1.47394650,1.45514463,-0.00614541,-0.00484147,-0.00130394,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536604,GBPUSD,H1,2010-05-13 23:00:00+00,1.45956000,1.46118000,1.45952000,1.46113000,1117.00000000,1.47273950,1.48212680,1.49479720,1.46720392,1.47361287,1.47889292,28.86551055,18.10265811,10.62286623,0.00434689,1.49157806,1.47273950,1.45390094,-0.00640895,-0.00515497,-0.00125398,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536605,GBPUSD,H1,2010-05-14 00:00:00+00,1.46114000,1.46119000,1.45818000,1.45903000,1314.00000000,1.47142650,1.48145420,1.49447955,1.46626947,1.47268821,1.47819633,26.86091430,8.47846013,11.65366884,0.00415497,1.49024358,1.47142650,1.45260942,-0.00641874,-0.00540772,-0.00101102,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536606,GBPUSD,H1,2010-05-14 01:00:00+00,1.45905000,1.46072000,1.45858000,1.45938000,2102.00000000,1.47013200,1.48079540,1.49415655,1.46515570,1.47167649,1.47744471,27.76134595,10.08249313,12.22120379,0.00407318,1.48851881,1.47013200,1.45174519,-0.00652079,-0.00563033,-0.00089046,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536607,GBPUSD,H1,2010-05-14 02:00:00+00,1.45939000,1.46149000,1.45886000,1.46106000,2136.00000000,1.46882750,1.48011120,1.49383795,1.46426713,1.47076564,1.47673629,32.08352056,19.35162095,12.63752473,0.00393510,1.48585118,1.46882750,1.45180382,-0.00649851,-0.00580397,-0.00069454,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536608,GBPUSD,H1,2010-05-14 03:00:00+00,1.46107000,1.46179000,1.45996000,1.46044000,1708.00000000,1.46741600,1.47953200,1.49352110,1.46377373,1.47004670,1.47612153,31.33831616,21.23778502,16.89063303,0.00384188,1.48215239,1.46741600,1.45267961,-0.00627297,-0.00589777,-0.00037520,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536609,GBPUSD,H1,2010-05-14 04:00:00+00,1.46043000,1.46170000,1.46025000,1.46167000,1300.00000000,1.46625450,1.47897380,1.49320175,1.46326085,1.46933510,1.47550657,34.58449326,30.58583106,23.72507901,0.00369817,1.47879365,1.46625450,1.45371535,-0.00607425,-0.00593307,-0.00014118,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536610,GBPUSD,H1,2010-05-14 05:00:00+00,1.46171000,1.46352000,1.46166000,1.46233000,1766.00000000,1.46550450,1.47841860,1.49289180,1.46301610,1.46876731,1.47496396,36.32412057,39.79907264,30.54089624,0.00353759,1.47705990,1.46550450,1.45394910,-0.00575121,-0.00589670,0.00014549,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536611,GBPUSD,H1,2010-05-14 06:00:00+00,1.46234000,1.46382000,1.45636000,1.45636000,2744.00000000,1.46456200,1.47775940,1.49255145,1.46291055,1.46829047,1.47446851,28.85032387,0.00000000,23.46163457,0.00341776,1.47586948,1.46456200,1.45325452,-0.00537993,-0.00579335,0.00041342,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536612,GBPUSD,H1,2010-05-14 07:00:00+00,1.45630000,1.46202000,1.45533000,1.46172000,3583.00000000,1.46379450,1.47727020,1.49224235,1.46190277,1.46740673,1.47375837,40.65616472,43.20486815,27.66798027,0.00370649,1.47358369,1.46379450,1.45400531,-0.00550396,-0.00573547,0.00023151,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536613,GBPUSD,H1,2010-05-14 08:00:00+00,1.46173000,1.46332000,1.45346000,1.45512000,4370.00000000,1.46271050,1.47655140,1.49189430,1.46187465,1.46698549,1.47328628,33.32382371,10.77922078,17.99469631,0.00391960,1.47121631,1.46271050,1.45420469,-0.00511084,-0.00561054,0.00049970,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536614,GBPUSD,H1,2010-05-14 09:00:00+00,1.45511000,1.45925000,1.45340000,1.45542000,4429.00000000,1.46197200,1.47584000,1.49155090,1.46083548,1.46610657,1.47257388,33.90731137,16.94630872,23.64346589,0.00434391,1.47031520,1.46197200,1.45362880,-0.00527109,-0.00554265,0.00027156,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536615,GBPUSD,H1,2010-05-14 10:00:00+00,1.45544000,1.45670000,1.45079000,1.45092000,4555.00000000,1.46097750,1.47490460,1.49117755,1.46000233,1.46531497,1.47190118,29.70772667,0.99769762,9.57440904,0.00445149,1.46960653,1.46097750,1.45234847,-0.00531265,-0.00549665,0.00018400,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536616,GBPUSD,H1,2010-05-14 11:00:00+00,1.45094000,1.45468000,1.44949000,1.45459000,4191.00000000,1.46032750,1.47393220,1.49082240,1.45860504,1.46424868,1.47107839,36.60398016,35.58967202,17.84455945,0.00455567,1.46882368,1.46032750,1.45183132,-0.00564363,-0.00552605,-0.00011758,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536617,GBPUSD,H1,2010-05-14 12:00:00+00,1.45460000,1.45863000,1.45364000,1.45835000,4346.00000000,1.45996200,1.47323740,1.49048620,1.45798735,1.46353322,1.47043178,42.79607912,61.82833217,32.80523394,0.00460098,1.46813181,1.45996200,1.45179219,-0.00554587,-0.00553001,0.00000000,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536618,GBPUSD,H1,2010-05-14 13:00:00+00,1.45834000,1.46309000,1.45659000,1.46200000,4690.00000000,1.45967200,1.47267580,1.49016715,1.45804314,1.46314928,1.46995799,48.09596724,87.29937195,61.57245871,0.00462877,1.46708504,1.45967200,1.45225896,-0.00510614,-0.00544524,0.00033910,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536619,GBPUSD,H1,2010-05-14 14:00:00+00,1.46199000,1.46289000,1.45466000,1.45727000,5359.00000000,1.45912250,1.47194720,1.48982300,1.45865189,1.46306415,1.46964591,42.58923788,54.29169574,67.80646662,0.00476243,1.46545879,1.45912250,1.45278621,-0.00441226,-0.00523864,0.00082638,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
770508,GBPUSD,H8,2020-06-01 00:00:00+00,1.23405000,1.24107000,1.23262000,1.23881000,9125.00000000,1.22714800,1.22519880,1.23433300,1.23054236,1.22772278,1.22804712,66.68801133,90.00442282,82.05689718,0.00578381,1.24151370,1.22714800,1.21278230,0.00281959,0.00166276,0.00115683,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770509,GBPUSD,H8,2020-06-01 08:00:00+00,1.23874000,1.24238000,1.23737000,1.24221000,16738.00000000,1.22836500,1.22524640,1.23410605,1.23181431,1.22854405,1.22846919,69.97601721,99.23146474,88.44128712,0.00597425,1.24348471,1.22836500,1.21324529,0.00327026,0.00198426,0.00128600,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770510,GBPUSD,H8,2020-06-01 16:00:00+00,1.24224000,1.25051000,1.24154000,1.24910000,12599.00000000,1.22995200,1.22540140,1.23389360,1.23341365,1.22955634,1.22900804,75.29714977,95.33884298,94.85824351,0.00590538,1.24669408,1.22995200,1.21320992,0.00385730,0.00235887,0.00149843,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770511,GBPUSD,H8,2020-06-02 00:00:00+00,1.24907000,1.25211000,1.24748000,1.24971000,8876.00000000,1.23158800,1.22569860,1.23366690,1.23582693,1.23100402,1.22979596,75.70763810,92.46467818,95.67832863,0.00612428,1.24930986,1.23158800,1.21386614,0.00482291,0.00285168,0.00197123,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770512,GBPUSD,H8,2020-06-02 08:00:00+00,1.24976000,1.25742000,1.24909000,1.25617000,20663.00000000,1.23352750,1.22615480,1.23346665,1.23796279,1.23238965,1.23057691,79.57790869,96.63616792,94.81322969,0.00601755,1.25300824,1.23352750,1.21404676,0.00557314,0.00339597,0.00217717,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770513,GBPUSD,H8,2020-06-02 16:00:00+00,1.25623000,1.25688000,1.25260000,1.25471000,12929.00000000,1.23529450,1.22659120,1.23322600,1.24076390,1.23415116,1.23158056,76.60729133,92.70721206,93.93601939,0.00618272,1.25570682,1.23529450,1.21488218,0.00661274,0.00403932,0.00257342,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770514,GBPUSD,H8,2020-06-03 00:00:00+00,1.25475000,1.26070000,1.25435000,1.25833000,10143.00000000,1.23728500,1.22707940,1.23300195,1.24290945,1.23567404,1.23248759,78.72765324,93.67662753,94.34000250,0.00604681,1.25851386,1.23728500,1.21605614,0.00723542,0.00467854,0.00255688,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770515,GBPUSD,H8,2020-06-03 08:00:00+00,1.25829000,1.26062000,1.25520000,1.25718000,18697.00000000,1.23904850,1.22769140,1.23274480,1.24528184,1.23735225,1.23350102,76.35972894,90.60832444,92.33072134,0.00606847,1.26073049,1.23904850,1.21736651,0.00792959,0.00532875,0.00260084,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770516,GBPUSD,H8,2020-06-03 16:00:00+00,1.25703000,1.26134000,1.25627000,1.25746000,14493.00000000,1.24023400,1.22829300,1.23248510,1.24711233,1.23882098,1.23442961,76.54470955,88.48664688,90.92386629,0.00602215,1.26318327,1.24023400,1.21728473,0.00829135,0.00592127,0.00237008,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770517,GBPUSD,H8,2020-06-04 00:00:00+00,1.25744000,1.25770000,1.25259000,1.25366000,7416.00000000,1.24125000,1.22882500,1.23218630,1.24870428,1.24020165,1.23533276,68.68923097,76.29629630,85.13042254,0.00595414,1.26468258,1.24125000,1.21781742,0.00850263,0.00643754,0.00206509,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770518,GBPUSD,H8,2020-06-04 08:00:00+00,1.25368000,1.25785000,1.24991000,1.25586000,18339.00000000,1.24246850,1.22947840,1.23191835,1.24946670,1.24119856,1.23605148,70.57218311,83.08641975,82.62312098,0.00589384,1.26627577,1.24246850,1.21866123,0.00826814,0.00680366,0.00146448,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770519,GBPUSD,H8,2020-06-04 16:00:00+00,1.25585000,1.26315000,1.25490000,1.25886000,16456.00000000,1.24413200,1.23026740,1.23170295,1.25045028,1.24228459,1.23682828,72.96017416,87.44145199,82.27472268,0.00604000,1.26763682,1.24413200,1.22062718,0.00816569,0.00707607,0.00108962,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770520,GBPUSD,H8,2020-06-05 00:00:00+00,1.25887000,1.26372000,1.25795000,1.26337000,8865.00000000,1.24600150,1.23115380,1.23151710,1.25174408,1.24351240,1.23769227,76.10004449,98.88071634,89.80286270,0.00619785,1.26938135,1.24600150,1.22262165,0.00823168,0.00730719,0.00092449,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770521,GBPUSD,H8,2020-06-05 08:00:00+00,1.26331000,1.27035000,1.26171000,1.26704000,20495.00000000,1.24806100,1.23203880,1.23140095,1.25353269,1.24498333,1.23869924,78.30749850,91.22714021,92.51643618,0.00616729,1.27123336,1.24806100,1.22488864,0.00854935,0.00755562,0.00099373,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770522,GBPUSD,H8,2020-06-05 16:00:00+00,1.26705000,1.27296000,1.26592000,1.26620000,12877.00000000,1.24995100,1.23295680,1.23126405,1.25561074,1.24661716,1.23981064,76.56441008,81.00590053,90.37125236,0.00634392,1.27255993,1.24995100,1.22734207,0.00899357,0.00784321,0.00115036,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
770523,GBPUSD,H8,2020-06-07 16:00:00+00,1.26827000,1.26930000,1.26659000,1.26860000,1133.00000000,1.25177850,1.23401700,1.23114065,1.25723985,1.24806774,1.24084552,78.06664474,86.12348822,86.11884299,0.00639364,1.27421224,1.25177850,1.22934476,0.00917211,0.00810899,0.00106312,2026-02-06 12:41:59.766831+00,2026-02-08 12:12:10.001286+00,,,,
