id,symbol,timeframe,timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,ema_50,rsi_14,stoch_k,stoch_d,atr_14,bb_upper_20,bb_middle_20,bb_lower_20,macd_line,macd_signal,macd_histogram,created_at,updated_at,ob_bullish_high,ob_bullish_low,ob_bearish_high,ob_bearish_low
651094,GBPUSD,H2,2016-04-26 22:00:00+00,1.45670000,1.45819000,1.45667000,1.45752000,4422.00000000,1.45173100,1.44281120,1.42604230,1.45475013,1.45001282,1.44460218,62.93282910,62.50000000,62.74108440,0.00387796,1.46286298,1.45173100,1.44059902,0.00473731,0.00422401,0.00051330,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651095,GBPUSD,H2,2016-04-27 00:00:00+00,1.45747000,1.45793000,1.45717000,1.45728000,4081.00000000,1.45253500,1.44329120,1.42618495,1.45517626,1.45056891,1.44510876,62.39697284,60.38764385,60.14905589,0.00370953,1.46279722,1.45253500,1.44227278,0.00460736,0.00430068,0.00030668,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651096,GBPUSD,H2,2016-04-27 02:00:00+00,1.45728000,1.45948000,1.45722000,1.45745000,8966.00000000,1.45325800,1.44376940,1.42633390,1.45549992,1.45106602,1.44558606,62.63963637,60.11271133,61.00011840,0.00349885,1.46273599,1.45325800,1.44378001,0.00443389,0.00432732,0.00010657,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651097,GBPUSD,H2,2016-04-27 04:00:00+00,1.45745000,1.45862000,1.45718000,1.45841000,9634.00000000,1.45363600,1.44427340,1.42648265,1.45579993,1.45153891,1.44605132,64.05048909,64.84730344,61.78255288,0.00341036,1.46330087,1.45363600,1.44397113,0.00426102,0.00431406,-0.00005304,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651098,GBPUSD,H2,2016-04-27 06:00:00+00,1.45841000,1.45851000,1.45568000,1.45583000,6147.00000000,1.45400500,1.44470260,1.42663025,1.45620148,1.45204788,1.44653597,57.73977076,48.08317089,57.68106189,0.00326962,1.46340972,1.45400500,1.44460028,0.00415360,0.00428197,-0.00012837,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651099,GBPUSD,H2,2016-04-27 08:00:00+00,1.45583000,1.46212000,1.45530000,1.45966000,16716.00000000,1.45453600,1.44520960,1.42679575,1.45614433,1.45232804,1.44690044,63.49053503,72.96946069,61.96664501,0.00323822,1.46395866,1.45453600,1.44511334,0.00381629,0.00418883,-0.00037254,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651100,GBPUSD,H2,2016-04-27 10:00:00+00,1.45967000,1.45978000,1.45488000,1.45959000,19761.00000000,1.45506900,1.44573680,1.42696280,1.45668520,1.45287115,1.44740082,63.32093537,72.51461988,64.52241715,0.00349406,1.46436810,1.45506900,1.44576990,0.00381405,0.00411387,-0.00029982,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651101,GBPUSD,H2,2016-04-27 12:00:00+00,1.45959000,1.46184000,1.45919000,1.45920000,14751.00000000,1.45566300,1.44620680,1.42712265,1.45713209,1.45336884,1.44787882,62.32206510,58.89679715,68.12695924,0.00359449,1.46440746,1.45566300,1.44691854,0.00376325,0.00404375,-0.00028050,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651102,GBPUSD,H2,2016-04-27 14:00:00+00,1.45921000,1.45940000,1.45600000,1.45764000,20607.00000000,1.45614100,1.44657800,1.42727770,1.45745023,1.45380078,1.44832279,58.35658042,34.25531915,55.22224540,0.00352702,1.46419289,1.45614100,1.44808911,0.00364946,0.00396489,-0.00031543,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651103,GBPUSD,H2,2016-04-27 16:00:00+00,1.45759000,1.45848000,1.45298000,1.45530000,20199.00000000,1.45647750,1.44701000,1.42743185,1.45747943,1.45408516,1.44868817,52.91745207,21.40221402,38.18477677,0.00351795,1.46376156,1.45647750,1.44919344,0.00339426,0.00385076,-0.00045650,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651104,GBPUSD,H2,2016-04-27 18:00:00+00,1.45531000,1.45626000,1.45438000,1.45596000,11814.00000000,1.45675750,1.44745760,1.42760265,1.45714413,1.45417515,1.44894746,54.21369915,27.49077491,27.71610269,0.00365953,1.46348897,1.45675750,1.45002603,0.00296898,0.00367440,-0.00070542,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651105,GBPUSD,H2,2016-04-27 20:00:00+00,1.45597000,1.45761000,1.44731000,1.45323000,18858.00000000,1.45697100,1.44787340,1.42776365,1.45696196,1.45430736,1.44922246,48.29127022,39.97299122,29.62199338,0.00353242,1.46292573,1.45697100,1.45101627,0.00265459,0.00347044,-0.00081585,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651106,GBPUSD,H2,2016-04-27 22:00:00+00,1.45322000,1.45490000,1.45260000,1.45346000,5041.00000000,1.45718750,1.44828760,1.42793665,1.45638781,1.45422756,1.44937962,48.79875290,41.52599595,36.32992069,0.00401582,1.46223136,1.45718750,1.45214364,0.00216025,0.00320840,-0.00104815,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651107,GBPUSD,H2,2016-04-28 00:00:00+00,1.45339000,1.45403000,1.45327000,1.45380000,7696.00000000,1.45718650,1.44873140,1.42812800,1.45593738,1.45417070,1.44953963,49.58641635,43.82174207,41.77357641,0.00389326,1.46223303,1.45718650,1.45213997,0.00176668,0.00292006,-0.00115338,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651108,GBPUSD,H2,2016-04-28 02:00:00+00,1.45382000,1.45387000,1.45245000,1.45250000,8648.00000000,1.45702450,1.44913680,1.42831345,1.45560855,1.45414324,1.44970671,46.63250142,35.04388926,40.13054243,0.00366945,1.46244084,1.45702450,1.45160816,0.00146531,0.00262911,-0.00116380,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651109,GBPUSD,H2,2016-04-28 04:00:00+00,1.45250000,1.45526000,1.45225000,1.45340000,10353.00000000,1.45696850,1.44951240,1.42850700,1.45513031,1.45402152,1.44981625,48.90196542,41.12086428,39.99549854,0.00350878,1.46250899,1.45696850,1.45142801,0.00110879,0.00232505,-0.00121626,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651110,GBPUSD,H2,2016-04-28 06:00:00+00,1.45340000,1.45540000,1.45316000,1.45405000,11300.00000000,1.45650950,1.44990920,1.42869930,1.45486411,1.45397548,1.44995679,50.53793136,45.50979068,40.55818141,0.00347315,1.46137947,1.45650950,1.45163953,0.00088863,0.00203777,-0.00114914,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651111,GBPUSD,H2,2016-04-28 08:00:00+00,1.45406000,1.46072000,1.45406000,1.45948000,20045.00000000,1.45643350,1.45038300,1.42891765,1.45473886,1.45398100,1.45011731,61.59873632,82.17420662,56.26828719,0.00338507,1.46106225,1.45643350,1.45180475,0.00075786,0.00178179,-0.00102393,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651112,GBPUSD,H2,2016-04-28 10:00:00+00,1.45947000,1.46182000,1.45705000,1.45735000,17568.00000000,1.45639000,1.45085240,1.42912690,1.45546827,1.45438834,1.45048447,56.28196292,67.79203241,65.15867657,0.00361971,1.46096684,1.45639000,1.45181316,0.00107993,0.00164142,-0.00056149,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651113,GBPUSD,H2,2016-04-28 12:00:00+00,1.45735000,1.45850000,1.45410000,1.45570000,15454.00000000,1.45634050,1.45127240,1.42932805,1.45575777,1.45460772,1.45075371,52.50156413,57.74260151,69.23628018,0.00370187,1.46092470,1.45634050,1.45175630,0.00115005,0.00154315,-0.00039310,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651114,GBPUSD,H2,2016-04-28 14:00:00+00,1.45571000,1.45929000,1.45405000,1.45573000,20168.00000000,1.45625100,1.45161820,1.42952755,1.45574888,1.45468863,1.45094768,52.56395182,57.94907089,61.16123494,0.00375174,1.46080941,1.45625100,1.45169259,0.00106025,0.00144657,-0.00038632,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651115,GBPUSD,H2,2016-04-28 16:00:00+00,1.45573000,1.45996000,1.45501000,1.45820000,18645.00000000,1.45629700,1.45196580,1.42974150,1.45574597,1.45476577,1.45113522,57.51212569,75.05168849,63.58112030,0.00385804,1.46091421,1.45629700,1.45167979,0.00098021,0.00135330,-0.00037309,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651116,GBPUSD,H2,2016-04-28 18:00:00+00,1.45820000,1.46225000,1.45783000,1.46101000,11913.00000000,1.45647500,1.45241200,1.42997830,1.45612352,1.45502015,1.45141227,62.32676163,91.70013387,74.90029775,0.00393604,1.46151171,1.45647500,1.45143829,0.00110336,0.00130331,-0.00019995,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651117,GBPUSD,H2,2016-04-28 20:00:00+00,1.46102000,1.46160000,1.45948000,1.46108000,11208.00000000,1.45660850,1.45283600,1.43023240,1.45687528,1.45546385,1.45178865,62.44094150,92.16867470,86.30683235,0.00397061,1.46197409,1.45660850,1.45124291,0.00141144,0.00132494,0.00008650,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651118,GBPUSD,H2,2016-04-28 22:00:00+00,1.46107000,1.46131000,1.45760000,1.46069000,4204.00000000,1.45685150,1.45322620,1.43052635,1.45752216,1.45587986,1.45215302,61.32574681,89.55823293,91.14234717,0.00383842,1.46248744,1.45685150,1.45121556,0.00164231,0.00138841,0.00025390,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651119,GBPUSD,H2,2016-04-29 00:00:00+00,1.46070000,1.46106000,1.46035000,1.46100000,4899.00000000,1.45691850,1.45365520,1.43079360,1.45800952,1.45623616,1.45248780,61.90811215,87.50000000,89.74230254,0.00382925,1.46271595,1.45691850,1.45112105,0.00177336,0.00146540,0.00030796,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
651120,GBPUSD,H2,2016-04-29 02:00:00+00,1.46100000,1.46530000,1.46096000,1.46443000,9861.00000000,1.45716050,1.45403440,1.43103565,1.45846960,1.45658904,1.45282161,67.70308869,93.33333333,90.13052209,0.00360644,1.46373570,1.45716050,1.45058530,0.00188055,0.00154843,0.00033212,2026-02-06 12:38:45.175056+00,2026-02-08 12:12:07.670539+00,,,,
536558,GBPUSD,H1,2010-05-12 01:00:00+00,1.49529000,1.49637000,1.48844000,1.48940000,2788.00000000,1.48794850,1.48855920,1.50599735,1.49201644,1.48937956,1.48848325,50.16242283,61.45980254,71.79125529,0.00520573,1.50273444,1.48794850,1.47316256,0.00263687,0.00178095,0.00085592,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536559,GBPUSD,H1,2010-05-12 02:00:00+00,1.48939000,1.49132000,1.48785000,1.48958000,2384.00000000,1.48837800,1.48874380,1.50579500,1.49161391,1.48938107,1.48851920,50.41291301,55.99672534,66.53816562,0.00540032,1.50282564,1.48837800,1.47393036,0.00223283,0.00187133,0.00036150,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536560,GBPUSD,H1,2010-05-12 03:00:00+00,1.48960000,1.49113000,1.48853000,1.49009000,1677.00000000,1.48888100,1.48888640,1.50558335,1.49130100,1.48939581,1.48856080,51.16190104,52.34993020,56.60215269,0.00526244,1.50282269,1.48888100,1.47493931,0.00190519,0.00187810,0.00000000,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536561,GBPUSD,H1,2010-05-12 04:00:00+00,1.49011000,1.49159000,1.48925000,1.48932000,1315.00000000,1.48920350,1.48894540,1.50537150,1.49111469,1.48944723,1.48862077,49.93553195,48.76686831,52.37117462,0.00507227,1.50286976,1.48920350,1.47553724,0.00166746,0.00183597,-0.00016851,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536562,GBPUSD,H1,2010-05-12 05:00:00+00,1.48931000,1.48992000,1.48600000,1.48618000,2120.00000000,1.48928200,1.48894120,1.50513615,1.49083858,1.48943781,1.48864819,45.17955166,1.25610607,34.12430153,0.00487710,1.50285957,1.48928200,1.47570443,0.00140078,0.00174893,-0.00034815,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536563,GBPUSD,H1,2010-05-12 06:00:00+00,1.48617000,1.49122000,1.48614000,1.49106000,2745.00000000,1.48984500,1.48899800,1.50493040,1.49012188,1.48919649,1.48855140,52.71678890,35.31053733,28.44450391,0.00480874,1.50271874,1.48984500,1.47697126,0.00092539,0.00158422,-0.00065883,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536564,GBPUSD,H1,2010-05-12 07:00:00+00,1.49105000,1.49193000,1.48756000,1.49099000,3439.00000000,1.49064050,1.48905100,1.50472610,1.49026621,1.48933453,1.48864977,52.60506141,35.82196698,24.12953679,0.00482812,1.50158870,1.49064050,1.47969230,0.00093168,0.00145371,-0.00052203,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536565,GBPUSD,H1,2010-05-12 08:00:00+00,1.49081000,1.49973000,1.49081000,1.49769000,4650.00000000,1.49169900,1.48929120,1.50454605,1.49037756,1.48945715,1.48874155,61.10259937,85.14202476,52.09150969,0.00479539,1.50094252,1.49169900,1.48245548,0.00092041,0.00134705,-0.00042664,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536566,GBPUSD,H1,2010-05-12 09:00:00+00,1.49767000,1.50434000,1.49748000,1.50321000,4695.00000000,1.49281350,1.48962880,1.50438565,1.49150255,1.49006699,1.48909247,66.44108436,93.83860414,71.60086529,0.00509001,1.50196432,1.49281350,1.48366268,0.00143556,0.00136475,0.00007081,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536567,GBPUSD,H1,2010-05-12 10:00:00+00,1.50320000,1.50320000,1.48998000,1.49309000,5274.00000000,1.49325000,1.48966980,1.50417995,1.49330370,1.49104055,1.48964610,52.27582682,38.65866957,72.54643283,0.00521644,1.50153844,1.49325000,1.48496156,0.00226315,0.00154443,0.00071872,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536568,GBPUSD,H1,2010-05-12 11:00:00+00,1.49311000,1.49594000,1.49008000,1.49008000,4406.00000000,1.49341200,1.48955520,1.50396505,1.49327082,1.49119236,1.48978115,48.93410656,22.24645583,51.58124318,0.00578883,1.50131045,1.49341200,1.48551355,0.00207846,0.00165124,0.00042722,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536569,GBPUSD,H1,2010-05-12 12:00:00+00,1.49012000,1.49439000,1.48996000,1.49370000,3864.00000000,1.49332800,1.48943120,1.50377100,1.49277992,1.49110996,1.48979287,52.83874889,41.98473282,34.29661941,0.00579392,1.50117652,1.49332800,1.48547948,0.00166996,0.00165498,0.00000000,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536570,GBPUSD,H1,2010-05-12 13:00:00+00,1.49437000,1.49439000,1.48770000,1.48911000,4119.00000000,1.49284050,1.48921420,1.50355060,1.49292147,1.49130182,1.48994609,47.84344862,16.95747001,27.06288622,0.00569649,1.50046194,1.49284050,1.48521906,0.00161966,0.00164792,0.00000000,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536571,GBPUSD,H1,2010-05-12 14:00:00+00,1.48908000,1.48935000,1.48358000,1.48576000,4594.00000000,1.49226600,1.48890960,1.50330440,1.49233509,1.49113946,1.48991330,44.53426996,10.50096339,23.14772208,0.00576746,1.50019721,1.49226600,1.48433479,0.00119563,0.00155746,-0.00036183,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536572,GBPUSD,H1,2010-05-12 15:00:00+00,1.48581000,1.48838000,1.48429000,1.48593000,4588.00000000,1.49178200,1.48854480,1.50306840,1.49132354,1.49074098,1.48975043,44.74313837,11.31984586,12.92609309,0.00576764,1.50001362,1.49178200,1.48355038,0.00058256,0.00136248,-0.00077992,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536573,GBPUSD,H1,2010-05-12 16:00:00+00,1.48588000,1.48705000,1.48182000,1.48526000,4592.00000000,1.49130300,1.48829840,1.50282740,1.49049377,1.49038461,1.48960061,44.03925844,15.27531083,12.36537336,0.00564781,1.49987498,1.49130300,1.48273102,0.00010915,0.00111181,-0.00100266,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536574,GBPUSD,H1,2010-05-12 17:00:00+00,1.48527000,1.48786000,1.48451000,1.48786000,2519.00000000,1.49092800,1.48807980,1.50257370,1.48968857,1.49000501,1.48943039,47.49137918,26.82060391,17.80525353,0.00561797,1.49941301,1.49092800,1.48244299,-0.00031644,0.00082616,-0.00114260,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536575,GBPUSD,H1,2010-05-12 18:00:00+00,1.48783000,1.48792000,1.48204000,1.48294000,2985.00000000,1.49044200,1.48778340,1.50230165,1.48940725,1.48984612,1.48936880,42.18783498,4.97335702,15.68975725,0.00545597,1.49956407,1.49044200,1.48131993,-0.00043887,0.00057315,-0.00101202,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536576,GBPUSD,H1,2010-05-12 19:00:00+00,1.48297000,1.48530000,1.48189000,1.48192000,2483.00000000,1.48992200,1.48771900,1.50202830,1.48841229,1.48933456,1.48911669,41.16156173,0.44404973,10.74600355,0.00548626,1.49971741,1.48992200,1.48012659,-0.00092227,0.00027407,-0.00119634,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536577,GBPUSD,H1,2010-05-12 20:00:00+00,1.48193000,1.48309000,1.48184000,1.48251000,1535.00000000,1.48928400,1.48765780,1.50176190,1.48741348,1.48878533,1.48883447,42.03985939,3.06394316,2.82711664,0.00533795,1.49926344,1.48928400,1.47930456,-0.00137186,-0.00005512,-0.00131674,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536578,GBPUSD,H1,2010-05-12 21:00:00+00,1.48262000,1.48368000,1.48195000,1.48219000,1377.00000000,1.48892350,1.48754540,1.50151010,1.48665910,1.48832049,1.48858645,41.67648499,1.64298401,1.71699230,0.00504596,1.49937011,1.48892350,1.47847689,-0.00166140,-0.00037638,-0.00128502,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536579,GBPUSD,H1,2010-05-12 22:00:00+00,1.48218000,1.48302000,1.48193000,1.48281000,698.00000000,1.48858500,1.48748640,1.50126395,1.48597154,1.48786638,1.48833561,42.70972302,4.39609236,3.03433985,0.00480910,1.49935822,1.48858500,1.47781178,-0.00189484,-0.00068007,-0.00121477,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536580,GBPUSD,H1,2010-05-12 23:00:00+00,1.48287000,1.48402000,1.48251000,1.48304000,1074.00000000,1.48823250,1.48745780,1.50102335,1.48548515,1.48749184,1.48811892,43.11234322,5.70626754,3.91511464,0.00454345,1.49924438,1.48823250,1.47722062,-0.00200668,-0.00094539,-0.00106129,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536581,GBPUSD,H1,2010-05-13 00:00:00+00,1.48302000,1.48483000,1.48290000,1.48471000,1208.00000000,1.48800200,1.48744160,1.50081095,1.48510897,1.48716207,1.48791975,46.07562586,20.46742210,10.18992733,0.00432678,1.49910579,1.48800200,1.47689821,-0.00205310,-0.00116693,-0.00088617,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536582,GBPUSD,H1,2010-05-13 01:00:00+00,1.48475000,1.48480000,1.48148000,1.48230000,2184.00000000,1.48780800,1.48737140,1.50056605,1.48504759,1.48698043,1.48779387,42.62494998,6.35166538,10.84178500,0.00415558,1.49916503,1.48780800,1.47645097,-0.00193284,-0.00132011,-0.00061273,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536583,GBPUSD,H1,2010-05-13 02:00:00+00,1.48229000,1.48590000,1.48199000,1.48530000,2388.00000000,1.48752000,1.48740900,1.50033980,1.48462489,1.48663374,1.48757843,47.85969341,29.58946553,18.80285100,0.00409589,1.49882457,1.48752000,1.47621543,-0.00200885,-0.00145786,-0.00055099,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536584,GBPUSD,H1,2010-05-13 03:00:00+00,1.48531000,1.48651000,1.48379000,1.48527000,1617.00000000,1.48723400,1.48745300,1.50012565,1.48472875,1.48653494,1.48748908,47.81271478,48.15756036,28.03289709,0.00408262,1.49846211,1.48723400,1.47600589,-0.00180619,-0.00152753,-0.00027866,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536585,GBPUSD,H1,2010-05-13 04:00:00+00,1.48526000,1.48598000,1.48415000,1.48529000,1326.00000000,1.48661400,1.48745200,1.49991545,1.48481202,1.48644124,1.48740206,47.84946692,55.21739130,44.32147240,0.00398529,1.49678371,1.48661400,1.47644429,-0.00162922,-0.00154787,-0.00008135,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536586,GBPUSD,H1,2010-05-13 05:00:00+00,1.48528000,1.48673000,1.48458000,1.48527000,1635.00000000,1.48571700,1.48751460,1.49970530,1.48488555,1.48635596,1.48731923,47.81320502,58.85093168,54.07529445,0.00383134,1.49246092,1.48571700,1.47897308,-0.00147041,-0.00153238,0.00006197,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536587,GBPUSD,H1,2010-05-13 06:00:00+00,1.48529000,1.48727000,1.48513000,1.48715000,1664.00000000,1.48542000,1.48763400,1.49949270,1.48494470,1.48627552,1.48723887,51.53151337,88.04347826,67.37060041,0.00371124,1.49130779,1.48542000,1.47953221,-0.00133082,-0.00149207,0.00016125,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
536588,GBPUSD,H1,2010-05-13 07:00:00+00,1.48718000,1.48949000,1.48649000,1.48867000,2553.00000000,1.48534950,1.48774500,1.49930065,1.48528398,1.48634030,1.48723538,54.36274077,89.76279650,78.88573548,0.00359901,1.49104297,1.48534950,1.47965603,-0.00105632,-0.00140492,0.00034860,2026-02-06 12:35:50.228419+00,2026-02-07 16:20:35.969281+00,,,,
814699,GBPUSD,H3,2018-09-03 06:00:00+00,1.29266000,1.29326000,1.29023000,1.29145000,13689.00000000,1.29860350,1.29245200,1.28885985,1.29590796,1.29579811,1.29319064,38.92034771,9.71337580,9.66344036,0.00286232,1.30646469,1.29860350,1.29074231,0.00010985,0.00156384,-0.00145399,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814700,GBPUSD,H3,2018-09-03 09:00:00+00,1.29146000,1.29266000,1.28707000,1.28716000,27047.00000000,1.29781000,1.29254680,1.28873045,1.29522212,1.29547603,1.29312238,31.37302761,0.57251908,7.26807316,0.00287429,1.30684059,1.29781000,1.28877941,-0.00025391,0.00120029,-0.00145420,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814701,GBPUSD,H3,2018-09-03 12:00:00+00,1.28715000,1.28921000,1.28540000,1.28591000,30969.00000000,1.29694450,1.29256060,1.28859825,1.29398179,1.29486002,1.29288856,29.57350909,2.93271995,4.40620494,0.00306827,1.30699555,1.29694450,1.28689345,-0.00087823,0.00078459,-0.00166282,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814702,GBPUSD,H3,2018-09-03 15:00:00+00,1.28592000,1.28880000,1.28546000,1.28746000,27005.00000000,1.29617150,1.29259700,1.28846780,1.29273998,1.29419706,1.29261489,34.58410678,11.84588844,5.11704249,0.00312125,1.30663493,1.29617150,1.28570807,-0.00145708,0.00033626,-0.00179334,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814703,GBPUSD,H3,2018-09-03 18:00:00+00,1.28746000,1.28875000,1.28696000,1.28732000,14157.00000000,1.29545750,1.29265300,1.28832605,1.29192767,1.29369802,1.29241274,34.34641405,11.04082806,8.60647882,0.00313688,1.30628433,1.29545750,1.28463067,-0.00177034,-0.00008506,-0.00168528,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814704,GBPUSD,H3,2018-09-03 21:00:00+00,1.28733000,1.28758000,1.28664000,1.28698000,92261.00000000,1.29472150,1.29269440,1.28819050,1.29121880,1.29322557,1.29221302,33.73993041,9.08568143,10.65746598,0.00304067,1.30575025,1.29472150,1.28369275,-0.00200677,-0.00046940,-0.00153737,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814705,GBPUSD,H3,2018-09-04 00:00:00+00,1.28699000,1.28752000,1.28563000,1.28591000,9180.00000000,1.29404150,1.29271900,1.28805835,1.29056668,1.29276294,1.29200781,31.83478075,3.27132777,7.79927909,0.00289062,1.30547506,1.29404150,1.28260794,-0.00219626,-0.00081477,-0.00138149,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814706,GBPUSD,H3,2018-09-04 03:00:00+00,1.28592000,1.28622000,1.28530000,1.28589000,9597.00000000,1.29327000,1.29272680,1.28792525,1.28985027,1.29225531,1.29176868,31.79863774,3.84866275,5.40189065,0.00281915,1.30471725,1.29327000,1.28182275,-0.00240505,-0.00113283,-0.00127222,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814707,GBPUSD,H3,2018-09-04 06:00:00+00,1.28588000,1.28673000,1.28398000,1.28438000,19113.00000000,1.29243500,1.29270160,1.28778880,1.28924099,1.29178381,1.29153814,29.11133710,3.12744332,3.41581128,0.00268350,1.30391794,1.29243500,1.28095206,-0.00254281,-0.00141483,-0.00112798,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814708,GBPUSD,H3,2018-09-04 09:00:00+00,1.28438000,1.28565000,1.28130000,1.28159000,30464.00000000,1.29144400,1.29266680,1.28763780,1.28849315,1.29123538,1.29125743,24.92070113,1.91545575,2.96385394,0.00268825,1.30307767,1.29144400,1.27981033,-0.00274223,-0.00168031,-0.00106192,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814709,GBPUSD,H3,2018-09-04 12:00:00+00,1.28158000,1.28515000,1.28135000,1.28377000,31614.00000000,1.29059900,1.29265680,1.28750275,1.28743113,1.29052091,1.29087832,33.03252781,20.65217391,8.56502432,0.00280694,1.30187908,1.29059900,1.27931892,-0.00308978,-0.00196220,-0.00112758,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
814710,GBPUSD,H3,2018-09-04 15:00:00+00,1.28377000,1.28512000,1.28093000,1.28313000,43826.00000000,1.28969300,1.29256320,1.28736210,1.28686788,1.29002084,1.29059956,31.94143659,17.84266018,13.47009661,0.00287788,1.30029608,1.28969300,1.27908992,-0.00315296,-0.00220035,-0.00095261,2026-02-06 13:11:06.445828+00,2026-02-08 12:12:09.735195+00,,,,
